order_id,supplier_id,supplier_name,supplier_tier,delivery_mode,product_category,warehouse,order_date,planned_delivery,actual_delivery,order_year,order_month,order_quarter,month_name,lead_time_days,delay_days,on_time_flag,qty_ordered,qty_received,qty_damaged,defect_rate_pct,unit_cost,order_value,complete_flag
PO-05240,S010,Reliable Goods Co.,Tier 3,Road,Electronics,WH-Central,2024-08-09,2024-08-22,2024-08-29,2024,8,Q3,Aug,13,7,0,1453,1430,23,1.58,472.17,686063.01,0
PO-05241,S008,Northern Logistics,Tier 3,Rail,Chemicals,WH-West,2024-08-09,2024-08-28,2024-08-28,2024,8,Q3,Aug,19,0,1,1434,1434,0,0.0,343.36,492378.24,1
PO-05242,S003,Apex Supply Co.,Tier 2,Road,Electronics,WH-Central,2024-08-09,2024-08-17,2024-08-17,2024,8,Q3,Aug,8,0,1,1284,1146,138,10.75,280.58,360264.72,0
PO-05243,S007,Swift Carriers,Tier 2,Road,Raw Materials,WH-East,2024-08-09,2024-08-17,2024-08-17,2024,8,Q3,Aug,8,0,1,98,98,0,0.0,303.73,29765.54,1
PO-05244,S010,Reliable Goods Co.,Tier 3,Road,Textiles,WH-North,2024-08-09,2024-08-25,2024-08-28,2024,8,Q3,Aug,16,3,0,1135,1135,0,0.0,370.61,420642.35,1
PO-05245,S009,Eastside Components,Tier 2,Sea,Textiles,WH-South,2024-08-10,2024-08-23,2024-08-23,2024,8,Q3,Aug,13,0,1,1353,1353,0,0.0,169.76,229685.28,1
PO-05246,S009,Eastside Components,Tier 2,Sea,Packaging,WH-West,2024-08-10,2024-08-24,2024-08-24,2024,8,Q3,Aug,14,0,1,1587,1587,0,0.0,302.75,480464.25,1
PO-05247,S010,Reliable Goods Co.,Tier 3,Road,Components,WH-East,2024-08-10,2024-08-28,2024-09-04,2024,8,Q3,Aug,18,7,0,1125,1125,0,0.0,450.59,506913.75,1
PO-05248,S006,PrimeParts Inc.,Tier 1,Sea,Finished Goods,WH-West,2024-08-10,2024-08-20,2024-08-20,2024,8,Q3,Aug,10,0,1,603,603,0,0.0,290.25,175020.75,1
PO-05249,S002,BlueStar Freight,Tier 1,Rail,Chemicals,WH-South,2024-08-11,2024-08-18,2024-08-18,2024,8,Q3,Aug,7,0,1,366,366,0,0.0,41.97,15361.02,1
PO-05250,S009,Eastside Components,Tier 2,Sea,Chemicals,WH-East,2024-08-11,2024-08-18,2024-08-31,2024,8,Q3,Aug,7,13,0,1972,1972,0,0.0,446.16,879827.52,1
PO-05251,S008,Northern Logistics,Tier 3,Rail,Electronics,WH-North,2024-08-11,2024-08-19,2024-08-19,2024,8,Q3,Aug,8,0,1,1221,1221,0,0.0,139.95,170878.95,1
PO-05252,S004,Global Parts Ltd,Tier 1,Air,Spare Parts,WH-North,2024-08-11,2024-08-21,2024-08-21,2024,8,Q3,Aug,10,0,1,1602,1602,0,0.0,79.59,127503.18,1
PO-05253,S008,Northern Logistics,Tier 3,Rail,Chemicals,WH-South,2024-08-11,2024-08-24,2024-08-25,2024,8,Q3,Aug,13,1,0,1901,1901,0,0.0,474.75,902499.75,1
PO-05254,S008,Northern Logistics,Tier 3,Rail,Spare Parts,WH-South,2024-08-11,2024-08-23,2024-08-23,2024,8,Q3,Aug,12,0,1,1919,1913,6,0.31,93.55,179522.45,0
PO-05255,S009,Eastside Components,Tier 2,Sea,Raw Materials,WH-North,2024-08-11,2024-08-29,2024-08-29,2024,8,Q3,Aug,18,0,1,1495,1495,0,0.0,425.75,636496.25,1
PO-05256,S001,FastTrack Logistics,Tier 1,Road,Packaging,WH-East,2024-08-12,2024-08-16,2024-08-16,2024,8,Q3,Aug,4,0,1,468,468,0,0.0,237.15,110986.2,1
PO-05257,S002,BlueStar Freight,Tier 1,Rail,Electronics,WH-East,2024-08-12,2024-08-31,2024-08-31,2024,8,Q3,Aug,19,0,1,72,72,0,0.0,10.36,745.92,1
PO-05258,S007,Swift Carriers,Tier 2,Road,Components,WH-South,2024-08-12,2024-09-02,2024-09-02,2024,8,Q3,Aug,21,0,1,1719,1719,0,0.0,395.19,679331.61,1
PO-05259,S010,Reliable Goods Co.,Tier 3,Road,Finished Goods,WH-South,2024-08-12,2024-08-19,2024-08-19,2024,8,Q3,Aug,7,0,1,314,314,0,0.0,28.69,9008.66,1
PO-05260,S003,Apex Supply Co.,Tier 2,Road,Textiles,WH-East,2024-08-12,2024-08-31,2024-08-31,2024,8,Q3,Aug,19,0,1,1936,1936,0,0.0,250.24,484464.64,1
PO-05261,S005,Metro Distributors,Tier 2,Road,Raw Materials,WH-North,2024-08-12,2024-08-20,2024-08-20,2024,8,Q3,Aug,8,0,1,283,283,0,0.0,150.65,42633.95,1
PO-05262,S001,FastTrack Logistics,Tier 1,Road,Textiles,WH-South,2024-08-12,2024-08-19,2024-08-19,2024,8,Q3,Aug,7,0,1,467,467,0,0.0,290.4,135616.8,1
PO-05263,S001,FastTrack Logistics,Tier 1,Road,Spare Parts,WH-North,2024-08-12,2024-08-19,2024-08-19,2024,8,Q3,Aug,7,0,1,773,773,0,0.0,386.95,299112.35,1
PO-05264,S007,Swift Carriers,Tier 2,Road,Finished Goods,WH-West,2024-08-13,2024-08-30,2024-08-30,2024,8,Q3,Aug,17,0,1,1891,1891,0,0.0,250.85,474357.35,1
PO-05265,S009,Eastside Components,Tier 2,Sea,Finished Goods,WH-Central,2024-08-13,2024-08-29,2024-08-29,2024,8,Q3,Aug,16,0,1,1609,1609,0,0.0,380.84,612771.56,1
PO-05266,S005,Metro Distributors,Tier 2,Road,Raw Materials,WH-North,2024-08-13,2024-08-20,2024-08-20,2024,8,Q3,Aug,7,0,1,1094,1094,0,0.0,467.9,511882.6,1
PO-05267,S004,Global Parts Ltd,Tier 1,Air,Spare Parts,WH-North,2024-08-13,2024-09-02,2024-09-02,2024,8,Q3,Aug,20,0,1,1253,1253,0,0.0,401.47,503041.91,1
PO-05268,S002,BlueStar Freight,Tier 1,Rail,Spare Parts,WH-South,2024-08-13,2024-08-16,2024-08-16,2024,8,Q3,Aug,3,0,1,1987,1987,0,0.0,495.41,984379.67,1
PO-05269,S005,Metro Distributors,Tier 2,Road,Packaging,WH-West,2024-08-13,2024-08-16,2024-08-16,2024,8,Q3,Aug,3,0,1,950,950,0,0.0,82.45,78327.5,1
PO-05270,S004,Global Parts Ltd,Tier 1,Air,Textiles,WH-South,2024-08-13,2024-08-31,2024-08-31,2024,8,Q3,Aug,18,0,1,1792,1792,0,0.0,63.6,113971.2,1
PO-05271,S008,Northern Logistics,Tier 3,Rail,Textiles,WH-West,2024-08-14,2024-09-03,2024-09-13,2024,8,Q3,Aug,20,10,0,1319,1319,0,0.0,458.29,604484.51,1
PO-05272,S004,Global Parts Ltd,Tier 1,Air,Packaging,WH-North,2024-08-14,2024-08-26,2024-08-26,2024,8,Q3,Aug,12,0,1,934,934,0,0.0,227.37,212363.58,1
PO-05273,S005,Metro Distributors,Tier 2,Road,Chemicals,WH-East,2024-08-14,2024-09-01,2024-09-01,2024,8,Q3,Aug,18,0,1,1724,1724,0,0.0,378.32,652223.68,1
PO-05274,S003,Apex Supply Co.,Tier 2,Road,Spare Parts,WH-West,2024-08-14,2024-08-22,2024-08-22,2024,8,Q3,Aug,8,0,1,1415,1415,0,0.0,376.26,532407.9,1
PO-05275,S004,Global Parts Ltd,Tier 1,Air,Components,WH-Central,2024-08-15,2024-09-01,2024-09-01,2024,8,Q3,Aug,17,0,1,1185,1185,0,0.0,15.33,18166.05,1
PO-05276,S006,PrimeParts Inc.,Tier 1,Sea,Finished Goods,WH-East,2024-08-15,2024-08-19,2024-08-19,2024,8,Q3,Aug,4,0,1,983,983,0,0.0,276.96,272251.68,1
PO-05277,S009,Eastside Components,Tier 2,Sea,Finished Goods,WH-Central,2024-08-15,2024-08-23,2024-08-27,2024,8,Q3,Aug,8,4,0,702,702,0,0.0,136.69,95956.38,1
PO-05278,S010,Reliable Goods Co.,Tier 3,Road,Components,WH-East,2024-08-15,2024-09-05,2024-09-14,2024,8,Q3,Aug,21,9,0,1432,1432,0,0.0,179.65,257258.8,1
PO-05279,S005,Metro Distributors,Tier 2,Road,Spare Parts,WH-West,2024-08-15,2024-08-21,2024-08-21,2024,8,Q3,Aug,6,0,1,280,280,0,0.0,219.05,61334.0,1
PO-05280,S009,Eastside Components,Tier 2,Sea,Textiles,WH-Central,2024-08-16,2024-08-30,2024-08-30,2024,8,Q3,Aug,14,0,1,128,128,0,0.0,32.7,4185.6,1
PO-05281,S010,Reliable Goods Co.,Tier 3,Road,Textiles,WH-West,2024-08-16,2024-08-27,2024-08-27,2024,8,Q3,Aug,11,0,1,219,194,25,11.42,293.82,64346.58,0
PO-05282,S002,BlueStar Freight,Tier 1,Rail,Spare Parts,WH-North,2024-08-16,2024-08-25,2024-08-25,2024,8,Q3,Aug,9,0,1,51,51,0,0.0,437.47,22310.97,1
PO-05283,S002,BlueStar Freight,Tier 1,Rail,Chemicals,WH-East,2024-08-16,2024-08-21,2024-08-27,2024,8,Q3,Aug,5,6,0,1847,1644,203,10.99,156.32,288723.04,0
PO-05284,S007,Swift Carriers,Tier 2,Road,Raw Materials,WH-South,2024-08-16,2024-09-01,2024-09-13,2024,8,Q3,Aug,16,12,0,348,348,0,0.0,201.81,70229.88,1
PO-05285,S004,Global Parts Ltd,Tier 1,Air,Finished Goods,WH-West,2024-08-16,2024-08-31,2024-08-31,2024,8,Q3,Aug,15,0,1,309,309,0,0.0,59.96,18527.64,1
PO-05286,S002,BlueStar Freight,Tier 1,Rail,Textiles,WH-Central,2024-08-16,2024-08-24,2024-08-24,2024,8,Q3,Aug,8,0,1,1138,1138,0,0.0,168.46,191707.48,1
PO-05287,S005,Metro Distributors,Tier 2,Road,Components,WH-Central,2024-08-16,2024-09-04,2024-09-04,2024,8,Q3,Aug,19,0,1,1957,1957,0,0.0,138.34,270731.38,1
PO-05288,S002,BlueStar Freight,Tier 1,Rail,Chemicals,WH-North,2024-08-17,2024-09-03,2024-09-03,2024,8,Q3,Aug,17,0,1,856,856,0,0.0,177.13,151623.28,1
PO-05289,S009,Eastside Components,Tier 2,Sea,Electronics,WH-South,2024-08-17,2024-08-24,2024-08-24,2024,8,Q3,Aug,7,0,1,968,968,0,0.0,159.54,154434.72,1
PO-05290,S003,Apex Supply Co.,Tier 2,Road,Spare Parts,WH-South,2024-08-17,2024-08-30,2024-08-30,2024,8,Q3,Aug,13,0,1,1733,1614,119,6.87,98.55,170787.15,0
PO-05291,S001,FastTrack Logistics,Tier 1,Road,Finished Goods,WH-East,2024-08-17,2024-09-06,2024-09-06,2024,8,Q3,Aug,20,0,1,1296,1296,0,0.0,250.53,324686.88,1
PO-05292,S010,Reliable Goods Co.,Tier 3,Road,Chemicals,WH-West,2024-08-17,2024-08-20,2024-08-20,2024,8,Q3,Aug,3,0,1,1348,1304,44,3.26,413.62,557559.76,0
PO-05293,S007,Swift Carriers,Tier 2,Road,Chemicals,WH-East,2024-08-17,2024-08-20,2024-08-22,2024,8,Q3,Aug,3,2,0,743,738,5,0.67,215.19,159886.17,0
PO-05294,S003,Apex Supply Co.,Tier 2,Road,Textiles,WH-South,2024-08-18,2024-08-28,2024-09-07,2024,8,Q3,Aug,10,10,0,1615,1615,0,0.0,433.85,700667.75,1
PO-05295,S009,Eastside Components,Tier 2,Sea,Packaging,WH-Central,2024-08-18,2024-09-02,2024-09-14,2024,8,Q3,Aug,15,12,0,876,876,0,0.0,374.52,328079.52,1
PO-05296,S001,FastTrack Logistics,Tier 1,Road,Electronics,WH-South,2024-08-18,2024-08-25,2024-09-02,2024,8,Q3,Aug,7,8,0,850,850,0,0.0,7.37,6264.5,1
PO-05297,S009,Eastside Components,Tier 2,Sea,Chemicals,WH-East,2024-08-18,2024-09-03,2024-09-03,2024,8,Q3,Aug,16,0,1,1905,1905,0,0.0,273.19,520426.95,1
PO-05298,S007,Swift Carriers,Tier 2,Road,Raw Materials,WH-East,2024-08-18,2024-08-30,2024-08-30,2024,8,Q3,Aug,12,0,1,909,909,0,0.0,468.3,425684.7,1
PO-05299,S009,Eastside Components,Tier 2,Sea,Electronics,WH-South,2024-08-18,2024-08-24,2024-08-24,2024,8,Q3,Aug,6,0,1,944,912,32,3.39,303.3,286315.2,0
PO-05300,S001,FastTrack Logistics,Tier 1,Road,Components,WH-West,2024-08-18,2024-08-30,2024-08-30,2024,8,Q3,Aug,12,0,1,1703,1703,0,0.0,52.16,88828.48,1
PO-05301,S008,Northern Logistics,Tier 3,Rail,Textiles,WH-West,2024-08-18,2024-08-26,2024-09-05,2024,8,Q3,Aug,8,10,0,1518,1518,0,0.0,138.41,210106.38,1
PO-05302,S007,Swift Carriers,Tier 2,Road,Components,WH-East,2024-08-19,2024-08-30,2024-09-07,2024,8,Q3,Aug,11,8,0,650,650,0,0.0,127.68,82992.0,1
PO-05303,S007,Swift Carriers,Tier 2,Road,Electronics,WH-Central,2024-08-19,2024-09-06,2024-09-06,2024,8,Q3,Aug,18,0,1,1262,1262,0,0.0,284.38,358887.56,1
PO-05304,S006,PrimeParts Inc.,Tier 1,Sea,Raw Materials,WH-East,2024-08-19,2024-09-07,2024-09-07,2024,8,Q3,Aug,19,0,1,785,785,0,0.0,385.75,302813.75,1
PO-05305,S002,BlueStar Freight,Tier 1,Rail,Spare Parts,WH-East,2024-08-19,2024-09-07,2024-09-07,2024,8,Q3,Aug,19,0,1,1259,1259,0,0.0,23.53,29624.27,1
PO-05306,S001,FastTrack Logistics,Tier 1,Road,Spare Parts,WH-North,2024-08-19,2024-08-23,2024-08-23,2024,8,Q3,Aug,4,0,1,247,247,0,0.0,451.56,111535.32,1
PO-05307,S009,Eastside Components,Tier 2,Sea,Finished Goods,WH-Central,2024-08-19,2024-09-04,2024-09-04,2024,8,Q3,Aug,16,0,1,1472,1472,0,0.0,463.67,682522.24,1
PO-05308,S007,Swift Carriers,Tier 2,Road,Finished Goods,WH-East,2024-08-19,2024-08-28,2024-08-28,2024,8,Q3,Aug,9,0,1,120,120,0,0.0,201.01,24121.2,1
PO-05309,S002,BlueStar Freight,Tier 1,Rail,Components,WH-West,2024-08-20,2024-09-02,2024-09-02,2024,8,Q3,Aug,13,0,1,141,141,0,0.0,283.73,40005.93,1
PO-05310,S002,BlueStar Freight,Tier 1,Rail,Packaging,WH-South,2024-08-20,2024-08-23,2024-08-23,2024,8,Q3,Aug,3,0,1,753,753,0,0.0,9.97,7507.41,1
PO-05311,S004,Global Parts Ltd,Tier 1,Air,Chemicals,WH-South,2024-08-20,2024-09-09,2024-09-09,2024,8,Q3,Aug,20,0,1,1153,1153,0,0.0,129.34,149129.02,1
PO-05312,S005,Metro Distributors,Tier 2,Road,Chemicals,WH-East,2024-08-21,2024-08-31,2024-09-06,2024,8,Q3,Aug,10,6,0,1002,887,115,11.48,189.09,189468.18,0
PO-05313,S007,Swift Carriers,Tier 2,Road,Components,WH-West,2024-08-21,2024-09-10,2024-09-10,2024,8,Q3,Aug,20,0,1,352,352,0,0.0,450.92,158723.84,1
PO-05314,S007,Swift Carriers,Tier 2,Road,Finished Goods,WH-South,2024-08-21,2024-09-07,2024-09-07,2024,8,Q3,Aug,17,0,1,299,299,0,0.0,281.84,84270.16,1
PO-05315,S009,Eastside Components,Tier 2,Sea,Electronics,WH-East,2024-08-21,2024-08-27,2024-08-27,2024,8,Q3,Aug,6,0,1,1770,1770,0,0.0,290.78,514680.6,1
PO-05316,S006,PrimeParts Inc.,Tier 1,Sea,Components,WH-West,2024-08-21,2024-08-24,2024-08-30,2024,8,Q3,Aug,3,6,0,1421,1421,0,0.0,219.23,311525.83,1
PO-05317,S006,PrimeParts Inc.,Tier 1,Sea,Chemicals,WH-West,2024-08-21,2024-08-24,2024-08-24,2024,8,Q3,Aug,3,0,1,1935,1935,0,0.0,48.15,93170.25,1
PO-05318,S004,Global Parts Ltd,Tier 1,Air,Chemicals,WH-North,2024-08-21,2024-09-01,2024-09-01,2024,8,Q3,Aug,11,0,1,1436,1436,0,0.0,102.97,147864.92,1
PO-05319,S007,Swift Carriers,Tier 2,Road,Components,WH-East,2024-08-22,2024-08-27,2024-08-27,2024,8,Q3,Aug,5,0,1,1150,1150,0,0.0,330.64,380236.0,1
PO-05320,S008,Northern Logistics,Tier 3,Rail,Packaging,WH-West,2024-08-22,2024-09-01,2024-09-10,2024,8,Q3,Aug,10,9,0,297,297,0,0.0,146.96,43647.12,1
PO-05321,S004,Global Parts Ltd,Tier 1,Air,Spare Parts,WH-South,2024-08-22,2024-08-29,2024-08-29,2024,8,Q3,Aug,7,0,1,629,629,0,0.0,413.61,260160.69,1
PO-05322,S004,Global Parts Ltd,Tier 1,Air,Spare Parts,WH-Central,2024-08-22,2024-08-28,2024-08-28,2024,8,Q3,Aug,6,0,1,1607,1607,0,0.0,197.17,316852.19,1
PO-05323,S003,Apex Supply Co.,Tier 2,Road,Finished Goods,WH-South,2024-08-23,2024-08-31,2024-08-31,2024,8,Q3,Aug,8,0,1,1337,1337,0,0.0,292.96,391687.52,1
PO-05324,S005,Metro Distributors,Tier 2,Road,Textiles,WH-Central,2024-08-23,2024-09-10,2024-09-10,2024,8,Q3,Aug,18,0,1,997,997,0,0.0,144.95,144515.15,1
PO-05325,S002,BlueStar Freight,Tier 1,Rail,Packaging,WH-Central,2024-08-23,2024-08-26,2024-08-26,2024,8,Q3,Aug,3,0,1,1380,1380,0,0.0,263.31,363367.8,1
PO-05326,S008,Northern Logistics,Tier 3,Rail,Electronics,WH-North,2024-08-23,2024-08-29,2024-08-29,2024,8,Q3,Aug,6,0,1,1344,1344,0,0.0,98.99,133042.56,1
PO-05327,S002,BlueStar Freight,Tier 1,Rail,Textiles,WH-East,2024-08-23,2024-08-31,2024-08-31,2024,8,Q3,Aug,8,0,1,1146,1146,0,0.0,347.14,397822.44,1
PO-05328,S003,Apex Supply Co.,Tier 2,Road,Finished Goods,WH-South,2024-08-23,2024-08-26,2024-08-26,2024,8,Q3,Aug,3,0,1,1875,1875,0,0.0,319.14,598387.5,1
PO-05329,S009,Eastside Components,Tier 2,Sea,Finished Goods,WH-Central,2024-08-23,2024-09-03,2024-09-14,2024,8,Q3,Aug,11,11,0,1420,1420,0,0.0,325.84,462692.8,1
PO-05330,S004,Global Parts Ltd,Tier 1,Air,Components,WH-Central,2024-08-24,2024-09-08,2024-09-08,2024,8,Q3,Aug,15,0,1,1517,1517,0,0.0,55.61,84360.37,1
PO-05331,S001,FastTrack Logistics,Tier 1,Road,Spare Parts,WH-West,2024-08-24,2024-08-27,2024-08-27,2024,8,Q3,Aug,3,0,1,704,704,0,0.0,358.35,252278.4,1
PO-05332,S006,PrimeParts Inc.,Tier 1,Sea,Chemicals,WH-South,2024-08-24,2024-09-04,2024-09-04,2024,8,Q3,Aug,11,0,1,1290,1290,0,0.0,168.31,217119.9,1
PO-05333,S001,FastTrack Logistics,Tier 1,Road,Chemicals,WH-East,2024-08-24,2024-09-09,2024-09-09,2024,8,Q3,Aug,16,0,1,1906,1906,0,0.0,326.82,622918.92,1
PO-05334,S002,BlueStar Freight,Tier 1,Rail,Finished Goods,WH-East,2024-08-24,2024-09-03,2024-09-03,2024,8,Q3,Aug,10,0,1,342,342,0,0.0,174.76,59767.92,1
PO-05335,S010,Reliable Goods Co.,Tier 3,Road,Packaging,WH-Central,2024-08-24,2024-08-31,2024-08-31,2024,8,Q3,Aug,7,0,1,1683,1683,0,0.0,363.36,611534.88,1
PO-05336,S005,Metro Distributors,Tier 2,Road,Raw Materials,WH-Central,2024-08-25,2024-09-14,2024-09-14,2024,8,Q3,Aug,20,0,1,218,218,0,0.0,51.13,11146.34,1
PO-05337,S002,BlueStar Freight,Tier 1,Rail,Chemicals,WH-Central,2024-08-25,2024-09-04,2024-09-04,2024,8,Q3,Aug,10,0,1,1467,1467,0,0.0,424.39,622580.13,1
PO-05338,S002,BlueStar Freight,Tier 1,Rail,Spare Parts,WH-North,2024-08-25,2024-09-11,2024-09-11,2024,8,Q3,Aug,17,0,1,281,281,0,0.0,395.48,111129.88,1
PO-05339,S002,BlueStar Freight,Tier 1,Rail,Components,WH-Central,2024-08-25,2024-08-30,2024-08-30,2024,8,Q3,Aug,5,0,1,259,259,0,0.0,446.58,115664.22,1
PO-05340,S005,Metro Distributors,Tier 2,Road,Textiles,WH-West,2024-08-25,2024-09-12,2024-09-19,2024,8,Q3,Aug,18,7,0,555,555,0,0.0,44.57,24736.35,1
PO-05341,S010,Reliable Goods Co.,Tier 3,Road,Electronics,WH-South,2024-08-25,2024-09-05,2024-09-05,2024,8,Q3,Aug,11,0,1,149,149,0,0.0,471.89,70311.61,1
PO-05342,S010,Reliable Goods Co.,Tier 3,Road,Packaging,WH-South,2024-08-26,2024-09-15,2024-09-15,2024,8,Q3,Aug,20,0,1,1129,1129,0,0.0,256.57,289667.53,1
PO-05343,S006,PrimeParts Inc.,Tier 1,Sea,Electronics,WH-East,2024-08-26,2024-08-31,2024-08-31,2024,8,Q3,Aug,5,0,1,816,816,0,0.0,301.5,246024.0,1
PO-05344,S009,Eastside Components,Tier 2,Sea,Chemicals,WH-South,2024-08-26,2024-09-11,2024-09-11,2024,8,Q3,Aug,16,0,1,695,695,0,0.0,128.64,89404.8,1
PO-05345,S009,Eastside Components,Tier 2,Sea,Chemicals,WH-West,2024-08-26,2024-09-02,2024-09-02,2024,8,Q3,Aug,7,0,1,1261,1261,0,0.0,210.69,265680.09,1
PO-05346,S009,Eastside Components,Tier 2,Sea,Packaging,WH-Central,2024-08-26,2024-09-07,2024-09-07,2024,8,Q3,Aug,12,0,1,1406,1406,0,0.0,318.3,447529.8,1
PO-05347,S009,Eastside Components,Tier 2,Sea,Spare Parts,WH-South,2024-08-26,2024-09-07,2024-09-13,2024,8,Q3,Aug,12,6,0,1553,1553,0,0.0,126.04,195740.12,1
PO-05348,S010,Reliable Goods Co.,Tier 3,Road,Finished Goods,WH-East,2024-08-27,2024-09-14,2024-09-14,2024,8,Q3,Aug,18,0,1,558,523,35,6.27,278.61,155464.38,0
PO-05349,S007,Swift Carriers,Tier 2,Road,Chemicals,WH-West,2024-08-27,2024-09-17,2024-09-30,2024,8,Q3,Aug,21,13,0,316,316,0,0.0,386.63,122175.08,1
PO-05350,S004,Global Parts Ltd,Tier 1,Air,Spare Parts,WH-North,2024-08-27,2024-09-11,2024-09-11,2024,8,Q3,Aug,15,0,1,1289,1289,0,0.0,170.59,219890.51,1
PO-05351,S003,Apex Supply Co.,Tier 2,Road,Chemicals,WH-North,2024-08-27,2024-09-02,2024-09-02,2024,8,Q3,Aug,6,0,1,255,255,0,0.0,20.18,5145.9,1
PO-05352,S006,PrimeParts Inc.,Tier 1,Sea,Raw Materials,WH-South,2024-08-27,2024-09-04,2024-09-04,2024,8,Q3,Aug,8,0,1,52,51,1,1.92,310.15,16127.8,0
PO-05353,S008,Northern Logistics,Tier 3,Rail,Packaging,WH-North,2024-08-27,2024-09-01,2024-09-01,2024,8,Q3,Aug,5,0,1,739,739,0,0.0,384.14,283879.46,1
PO-05354,S006,PrimeParts Inc.,Tier 1,Sea,Spare Parts,WH-East,2024-08-27,2024-09-14,2024-09-14,2024,8,Q3,Aug,18,0,1,981,981,0,0.0,444.44,435995.64,1
PO-05355,S003,Apex Supply Co.,Tier 2,Road,Packaging,WH-Central,2024-08-28,2024-09-02,2024-09-02,2024,8,Q3,Aug,5,0,1,1067,1067,0,0.0,229.28,244641.76,1
PO-05356,S007,Swift Carriers,Tier 2,Road,Finished Goods,WH-Central,2024-08-28,2024-09-18,2024-09-18,2024,8,Q3,Aug,21,0,1,1931,1931,0,0.0,352.99,681623.69,1
PO-05357,S008,Northern Logistics,Tier 3,Rail,Textiles,WH-North,2024-08-28,2024-09-15,2024-09-22,2024,8,Q3,Aug,18,7,0,1512,1512,0,0.0,350.09,529336.08,1
PO-05358,S010,Reliable Goods Co.,Tier 3,Road,Packaging,WH-East,2024-08-28,2024-09-04,2024-09-04,2024,8,Q3,Aug,7,0,1,993,993,0,0.0,96.02,95347.86,1
PO-05359,S004,Global Parts Ltd,Tier 1,Air,Components,WH-North,2024-08-28,2024-09-09,2024-09-09,2024,8,Q3,Aug,12,0,1,842,842,0,0.0,112.75,94935.5,1
PO-05360,S001,FastTrack Logistics,Tier 1,Road,Chemicals,WH-East,2024-08-28,2024-09-07,2024-09-07,2024,8,Q3,Aug,10,0,1,1192,1192,0,0.0,148.09,176523.28,1
PO-05361,S002,BlueStar Freight,Tier 1,Rail,Spare Parts,WH-Central,2024-08-28,2024-09-10,2024-09-10,2024,8,Q3,Aug,13,0,1,1752,1752,0,0.0,461.71,808915.92,1
PO-05362,S010,Reliable Goods Co.,Tier 3,Road,Chemicals,WH-South,2024-08-29,2024-09-02,2024-09-02,2024,8,Q3,Aug,4,0,1,1135,1135,0,0.0,147.95,167923.25,1
PO-05363,S008,Northern Logistics,Tier 3,Rail,Electronics,WH-North,2024-08-29,2024-09-04,2024-09-11,2024,8,Q3,Aug,6,7,0,1592,1592,0,0.0,434.7,692042.4,1
PO-05364,S003,Apex Supply Co.,Tier 2,Road,Textiles,WH-West,2024-08-29,2024-09-11,2024-09-11,2024,8,Q3,Aug,13,0,1,1377,1377,0,0.0,204.73,281913.21,1
PO-05365,S008,Northern Logistics,Tier 3,Rail,Spare Parts,WH-South,2024-08-29,2024-09-04,2024-09-06,2024,8,Q3,Aug,6,2,0,746,746,0,0.0,160.97,120083.62,1
PO-05366,S010,Reliable Goods Co.,Tier 3,Road,Finished Goods,WH-East,2024-08-29,2024-09-09,2024-09-09,2024,8,Q3,Aug,11,0,1,1671,1574,97,5.8,85.43,142753.53,0
PO-05367,S005,Metro Distributors,Tier 2,Road,Components,WH-South,2024-08-30,2024-09-06,2024-09-06,2024,8,Q3,Aug,7,0,1,712,712,0,0.0,91.55,65183.6,1
PO-05368,S001,FastTrack Logistics,Tier 1,Road,Components,WH-West,2024-08-30,2024-09-05,2024-09-05,2024,8,Q3,Aug,6,0,1,927,927,0,0.0,311.34,288612.18,1
PO-05369,S007,Swift Carriers,Tier 2,Road,Spare Parts,WH-West,2024-08-30,2024-09-03,2024-09-15,2024,8,Q3,Aug,4,12,0,1461,1461,0,0.0,73.02,106682.22,1
PO-05370,S010,Reliable Goods Co.,Tier 3,Road,Textiles,WH-South,2024-08-31,2024-09-11,2024-09-21,2024,8,Q3,Aug,11,10,0,824,824,0,0.0,323.48,266547.52,1
PO-05371,S008,Northern Logistics,Tier 3,Rail,Textiles,WH-East,2024-08-31,2024-09-16,2024-09-16,2024,8,Q3,Aug,16,0,1,310,310,0,0.0,405.04,125562.4,1
PO-05372,S005,Metro Distributors,Tier 2,Road,Components,WH-East,2024-08-31,2024-09-17,2024-09-17,2024,8,Q3,Aug,17,0,1,1884,1884,0,0.0,103.49,194975.16,1
PO-05373,S010,Reliable Goods Co.,Tier 3,Road,Spare Parts,WH-Central,2024-08-31,2024-09-20,2024-09-20,2024,8,Q3,Aug,20,0,1,363,363,0,0.0,170.7,61964.1,1
PO-05374,S004,Global Parts Ltd,Tier 1,Air,Spare Parts,WH-North,2024-09-01,2024-09-09,2024-09-09,2024,9,Q3,Sep,8,0,1,1309,1309,0,0.0,80.42,105269.78,1
PO-05375,S010,Reliable Goods Co.,Tier 3,Road,Spare Parts,WH-West,2024-09-01,2024-09-06,2024-09-13,2024,9,Q3,Sep,5,7,0,1007,1007,0,0.0,230.01,231620.07,1
PO-05376,S007,Swift Carriers,Tier 2,Road,Packaging,WH-East,2024-09-01,2024-09-04,2024-09-04,2024,9,Q3,Sep,3,0,1,251,251,0,0.0,364.41,91466.91,1
PO-05377,S001,FastTrack Logistics,Tier 1,Road,Spare Parts,WH-Central,2024-09-01,2024-09-17,2024-09-17,2024,9,Q3,Sep,16,0,1,570,570,0,0.0,8.76,4993.2,1
